image_name|comment_number|comment
8179518136.jpg| 2| Two apposing teams playing soccer , one team member dressed in blue , the other dressed in dark blue and white .
757133580.jpg| 0| A young boy in a green shirt is strapped in a harness climbing a rock wall .
42649475.jpg| 1| A group of people play tug-of-war with a tractor .
3178385319.jpg| 1| A boy playing Pokemon while dressed in red pajamas decorated with penguins and snowflakes .
310341171.jpg| 3| A lady in the produce aisle is holding a green cabbage .
4789374589.jpg| 2| A driver is staring out her car window at a cat in the street .
4079016275.jpg| 4| Slanted aerial view of a cafeteria .
4377777923.jpg| 3| Numerous people participating in a foot race or walk .
4631958466.jpg| 1| Asian women wearing surgical masks are walking down the street carrying mops .
2447035752.jpg| 2| There are people in swimming pool next to a river .
3711346809.jpg| 0| A man wearing an orange helmet is sitting on a crane seat looking down .
3848362132.jpg| 2| A man in white pants is sitting in the street on a wooden chair .
4837941872.jpg| 1| An elderly asian man in a suit and tie eats some food in a park with some pigeons .
3972940813.jpg| 2| A man trying to cross the street with a cart of fruit .
2355880294.jpg| 4| Two athletic men climbing a waterfall .
407872043.jpg| 2| Two young people looking at a fountain .
479545053.jpg| 2| An older man reads a newspaper in front of a store .
4371749436.jpg| 2| a band wearing dark blue vests and blue and red plaid skirts .
3304511635.jpg| 4| two dancers dance together .
7344002226.jpg| 1| A young boy in a kitchen is mixing something in a bowl with a spoon .
6592762245.jpg| 0| A large group of sports players in green and white uniforms line up behind a couple trophies .
4810076865.jpg| 1| A man selling religious paraphernalia stands in front of a mosque .
3706019259.jpg| 2| A family with a baby , the father is wearing a save the children sign .
6681701101.jpg| 3| An Asian woman is cutting another woman 's hair
2977246776.jpg| 0| A small child shows excitement on a swing set at the park
311278382.jpg| 2| Five men in military uniforms watch an unseen point .
1663751778.jpg| 3| A mountain climber scales a steep rock face .
4668422696.jpg| 4| Two young women sit outside while they use their computers .
5484929515.jpg| 0| A man wearing a checkered shirt and red apron sits and uses a pottery wheel to make intricate clay pots .
38180331.jpg| 3| A group of people are awaiting a performance .
2617242703.jpg| 4| A man wearing denim is welding
2267682214.jpg| 4| A shaggy dog plays with a toy .
194433740.jpg| 1| A young man and woman sitting in the backseat of a car smile at the camera .
4604105970.jpg| 3| A girl in sunglasses walks by a red car .
194408176.jpg| 1| This is the image of an older man , who sitting with his legs folded near stack of dry grass .
4460943467.jpg| 4| Three african american men are standing in a yard .
2064046067.jpg| 4| A little kid is walking next to red banners .
3046126634.jpg| 1| A woman , in the striped shirt , is in the process of bathing a baby .
74759622.jpg| 0| A guy is standing in front of a toilet with a coffee cup in one hand and a toilet brush in the other .
273699639.jpg| 0| Three people , wearing dark clothes , get together for a close hug , outside of a cafe .
2217244400.jpg| 0| A man in a blue shirt is watching three trucks that are being swept away by flood waters .
7596563530.jpg| 0| There are 9 people on horses in fancy clothes riding through a field with a treeline in the background .
3519155763.jpg| 1| A brown dog has its mouth open waiting to catch a blue and yellow toy .
3385659425.jpg| 2| Two women are helping another woman fit into a wedding dress .
2196284168.jpg| 3| The baby is holding someone 's arm .
409315256.jpg| 1| Young black girl being lead on a white pony that has pink riding regalia .
12830823.jpg| 0| There are several people and children looking into water with a blue tiled floor and goldfish .
616237861.jpg| 1| A man in a blue shirt chipping ice off of a block while a man in tan cleans up the shavings .
2058215181.jpg| 0| A man with a blue shirt on is at the front of the room and several other people are sitting in chairs in the room .
726414.jpg| 4| Here is a stuntman hanging from a helicopter .
256405548.jpg| 0| Swimming instructors teaching young girls how to float in a pool .
6191612418.jpg| 2| Marathon runner Izabella running while being followed by a crowd of people in costumes .
6780320278.jpg| 1| A male in a white shirt and dark shorts is outside playing basketball .
462879289.jpg| 4| Young girls wearing green jerseys and black shorts stretch their legs .
4779706264.jpg| 1| A Japanese couple walks past a woman wearing a scarf on her head while walking down the street .
6498058475.jpg| 4| A man in a green shirt is about to throw the ball .
523969517.jpg| 1| Men on pedal cycles chatting with young dressed up girls during an night out on a town .
5457873764.jpg| 2| A woman casts her fishing pole into a calm lake .
1246863003.jpg| 0| Three chefs , wearing white hats and black aprons , are preparing food in a crowded kitchen .
6231398559.jpg| 3| A man is sitting by open water with two bundles of balloons nearby .
3427402225.jpg| 2| The two people are viewing an artist 's piece .
75204250.jpg| 3| Guy on sewing machine is looking forward .
3429977605.jpg| 3| A man in a kitchen leaning over a table sharpening a knife .
2525898056.jpg| 2| A player at bat with a red helmet on and a girl wearing a black and red uniform behind a fence .
4814948204.jpg| 0| A tall man and short woman shake hands while wearing matching black shirts and yellow IDs .
973827791.jpg| 1| A woman is throwing water on a child in a plastic swimming pool in a rural area .
2274602044.jpg| 2| Old man sitting on the park bench with a black dog .
3266261886.jpg| 0| A sumo wrestler with a brown belt is pushing another wrestler in a bout .
3452982513.jpg| 2| Man snowboarding down a mountain .
4555406560.jpg| 3| Public wedding event with photographers .
4668918959.jpg| 0| A young man riding her bicycle home after long day work in his family city restaurant .
553009435.jpg| 4| A soldier climbs over a gate as two others look on .
3754588617.jpg| 4| Two women are swinging on a ride .
3477289176.jpg| 4| A skateboarder does a trick midair .
4938863445.jpg| 1| An Asian man in short shorts and knee pads jogs down the street .
3542425197.jpg| 2| The spotlight is on a guitarist who is playing in a band .
8001609110.jpg| 2| A man in a gray sweater and blue jeans , playing a flute along a street .
6208991202.jpg| 4| Two man dancing while posing for a picture .
4724702832.jpg| 1| A man in jeans and a white shirt is walking down the street
4857555732.jpg| 3| A group of people pass by a subway station .
2600362233.jpg| 4| Tasting the cherry tomatoes .
4815028934.jpg| 0| A group of young Asian people wave their hands in the air .
5091237679.jpg| 3| An woman is posing for the camera in the park .
3040051410.jpg| 2| An older man gives a woman an amused look .
3538686658.jpg| 3| A biker prepares to go down a hill .
3354854086.jpg| 1| People pass each other as they walk between the buildings and the trees .
3109136206.jpg| 2| A brown dog steps into murky water .
69397865.jpg| 0| An older man in a white baseball cap walks the opposite direction on a public street , past another man in a dark jacket .
491321888.jpg| 4| A white male exiting the pool for the restroom .
359203628.jpg| 1| A woman jumps up to avoid a leak from a fermentation tank .
533602654.jpg| 0| Two children lay under a sculpture of a fish , about to swallow them .
6823748160.jpg| 2| Two children playing in the snow near a stack of logs .
463875230.jpg| 1| A little girl is swinging high above a wooden fence on the swing .
244587650.jpg| 3| A man with striped shirt singing while the crowd looks on .
3848362132.jpg| 0| One senior citizen sitting , sleeping in a chair or maybe looking beautiful scenery .
302983277.jpg| 2| A man riding a brown horse poses in front of a mountain scene .
6818875863.jpg| 2| Evening soccer game with one side about to score .
104700891.jpg| 3| A guy wearing blue in a hole .
6872009832.jpg| 2| A red and white race car is making a turn around the track .
2078020414.jpg| 2| A man hanging over the side of a building in a rappelling harness doing repairs .
640506101.jpg| 1| A man and a dog tussle over a toy in a grassy yard .
4950994410.jpg| 0| A group of people on a cliff one with no shirt and khaki shorts , one in a black ball cap , white shirt and black shorts and another in a striped shirt , black shorts holding a video camera .
427167162.jpg| 0| a group of men are fighting in front of a bar in a European city , one of them hitting another with a stick .
538953637.jpg| 3| Group of people standing and sitting in a field of grass .
378969539.jpg| 0| A girl holding a banner overhead with a gymnastics competition in the background within a gymnasium that has a large capacity seating for an audience .
1142283988.jpg| 4| Blond embracing young man in pink costume , at event
3821050211.jpg| 4| Woman with sunglasses on her phone .
3947925542.jpg| 3| A man with a silver helmet is repairing his bicycle .
4370357160.jpg| 0| A band called the Sun Chasers are playing their instruments , with a case opened next to them for donations .
4587894743.jpg| 4| A man walking by a large brick wall with graffiti .
3726551176.jpg| 1| A woman in a white shirt is standing by a Gwan Multipurpose Centre sign .
513831663.jpg| 2| A girl is standing on one foot with one hand in the air .
4716228900.jpg| 0| A female singer dressed in black sings on stage in front of backup dancers .
230100504.jpg| 0| Two girls with long hair stand in front of a cluttered table .
442138526.jpg| 1| A woman in a blue shirt and black workout pants practicing martial arts in front of a house .
5436986554.jpg| 4| Men setting up to take a shot with their guns .
2555809473.jpg| 1| A young woman is rock climbing with no rock climbing gear on .
3500139659.jpg| 2| Two motorcyclists are racing around a circular track .
